Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
Round Trip Time,devices-b1eec472-69c9-46c0-a2aa-67d79c1b550d,199,0,23,23.431630934639507,21.311914000762044,34.974317999513005,256.0,0.26582019808166607,0.0,23,24,24,24,25,25,25,28,35,35,35
latência,devices-b1eec472-69c9-46c0-a2aa-67d79c1b550d,199,0,12,11.696720160732948,9.521054998913314,23.96512000086659,256.0,0.26582019808166607,0.0,12,12,13,13,13,14,14,19,24,24,24
Round Trip Time,devices-b2a899f6-75d3-4084-beb5-8a2bb704d08f,199,0,24,24.083324969851034,22.06797200051369,37.74487800001225,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,26,38,38,38
latência,devices-b2a899f6-75d3-4084-beb5-8a2bb704d08f,199,0,12,12.366476808929475,10.375690999353537,26.287201999366516,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,15,26,26,26
Round Trip Time,devices-b3c1e1ec-e9fe-46a1-85f7-6432faec0be9,199,0,24,23.48483405528064,21.257921000142233,36.97207599907415,256.0,0.26582019808166607,0.0,24,24,24,25,25,25,25,26,37,37,37
latência,devices-b3c1e1ec-e9fe-46a1-85f7-6432faec0be9,199,0,12,11.733184351840865,9.619852000469109,25.00495599997521,256.0,0.26582019808166607,0.0,12,12,13,13,13,13,14,16,25,25,25
Round Trip Time,devices-b3e5026b-8402-4d50-9e35-e609962f7ca6,199,0,24,24.341775643162563,22.035837999283103,39.73271999893768,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,26,40,40,40
latência,devices-b3e5026b-8402-4d50-9e35-e609962f7ca6,199,0,12,12.59758818086445,10.362243998315535,27.608772999883513,256.0,0.26582019808166607,0.0,12,13,14,14,14,14,14,15,28,28,28
Round Trip Time,devices-b5aef7bd-21af-4578-87cc-51a1af7f0cb9,199,0,24,23.822537949667066,21.52319400011038,39.92310000103316,256.0,0.26582019808166607,0.0,24,24,25,25,25,26,26,26,40,40,40
latência,devices-b5aef7bd-21af-4578-87cc-51a1af7f0cb9,199,0,12,12.09307869340139,9.75878800090868,28.594838000572054,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,14,29,29,29
Round Trip Time,devices-b5c6ace0-5ca3-4aa3-a582-81064bfaaf60,199,0,23,23.482662894473915,21.221200999207213,34.25566800069646,256.0,0.26582019808166607,0.0,23,24,24,25,25,25,25,26,34,34,34
latência,devices-b5c6ace0-5ca3-4aa3-a582-81064bfaaf60,199,0,12,11.768193000086773,9.60037100048794,22.936163000849774,256.0,0.26582019808166607,0.0,12,12,13,13,13,14,14,15,23,23,23
Round Trip Time,devices-bca678de-21ae-40a5-b77c-f26a378d9dda,199,0,24,24.286765658327578,21.944846999758738,38.13108899885265,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,38,38,38,38
latência,devices-bca678de-21ae-40a5-b77c-f26a378d9dda,199,0,12,12.546617683420576,10.355972999605001,26.68601699951978,256.0,0.26582019808166607,0.0,12,13,13,14,14,14,15,25,27,27,27
Round Trip Time,devices-c123a042-42d6-43cf-9c3c-4f7eac94ba3c,199,0,24,23.573564246211546,21.241016000203672,39.26237000086985,256.0,0.26582019808166607,0.0,24,24,24,25,25,25,26,30,39,39,39
latência,devices-c123a042-42d6-43cf-9c3c-4f7eac94ba3c,199,0,12,11.895448020158113,9.296078000261332,39.06397500031744,256.0,0.26582019808166607,0.0,12,12,13,13,13,13,14,17,39,39,39
Round Trip Time,devices-c4a62d11-0462-4f1f-a71a-5582123c6a0e,199,0,23,23.578977728592047,21.565185001236387,30.039612000109628,256.0,0.26582019808166607,0.0,23,24,24,25,25,26,26,26,30,30,30
latência,devices-c4a62d11-0462-4f1f-a71a-5582123c6a0e,199,0,12,11.904361623118664,9.755551000125706,29.958597999211634,256.0,0.26582019808166607,0.0,12,12,13,13,14,14,14,14,30,30,30
Round Trip Time,devices-c8576ed5-140c-4907-85cc-6079c4d6d866,199,0,24,24.61879675372335,21.99601599932066,68.08841599922744,256.0,0.26582019808166607,0.0,24,25,25,26,26,26,26,41,68,68,68
latência,devices-c8576ed5-140c-4907-85cc-6079c4d6d866,199,0,13,12.7035406080288,10.159551000469946,29.82728999995743,256.0,0.26582019808166607,0.0,13,13,14,14,14,14,15,15,30,30,30
Round Trip Time,devices-c8d3992e-c571-445c-8958-18a86161d24c,199,0,23,23.516022080359072,20.97956299985526,62.48948800021026,256.0,0.26582019808166607,0.0,23,24,24,24,25,25,25,36,62,62,62
latência,devices-c8d3992e-c571-445c-8958-18a86161d24c,199,0,11,11.585914326581099,9.584444000211079,24.51414800088969,256.0,0.26582019808166607,0.0,11,12,12,13,13,13,14,14,25,25,25
Round Trip Time,devices-cf7a047b-c290-4a44-a993-a87cdf193daf,199,0,24,23.846256286405282,21.352814999772818,29.971877000207314,256.0,0.26582019808166607,0.0,24,25,25,25,25,26,26,27,30,30,30
latência,devices-cf7a047b-c290-4a44-a993-a87cdf193daf,199,0,12,12.14953256781133,9.781228998690494,26.438418000907404,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,18,26,26,26
Round Trip Time,devices-d388bc60-fd52-4cf0-9b01-dd7df4d5e214,199,0,24,23.77986704020108,21.3866499998403,29.941576000055647,256.0,0.26582019808166607,0.0,24,25,25,25,25,26,26,26,30,30,30
latência,devices-d388bc60-fd52-4cf0-9b01-dd7df4d5e214,199,0,12,12.103696361850437,9.853192999798921,29.72767100072815,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,14,30,30,30
Round Trip Time,devices-d7f91fc6-7b2a-4687-9904-b14179abcc3d,199,0,23,23.62327286433566,20.918201000313275,77.88821600115625,256.0,0.26582019808166607,0.0,23,24,24,25,25,25,25,25,78,78,78
latência,devices-d7f91fc6-7b2a-4687-9904-b14179abcc3d,199,0,12,11.703365874386714,9.495852998952614,25.968099000238,256.0,0.26582019808166607,0.0,12,12,13,13,13,13,14,14,26,26,26
Round Trip Time,devices-d8dafabb-f2f6-4064-8f21-c09eb63aabdb,199,0,24,24.12220888944643,21.950767999442178,40.29546400124673,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,27,40,40,40
latência,devices-d8dafabb-f2f6-4064-8f21-c09eb63aabdb,199,0,12,12.388540422076613,10.333469999750378,29.10426200105576,256.0,0.26582019808166607,0.0,12,13,13,14,14,14,14,15,29,29,29
Round Trip Time,devices-db5b291e-6b72-499a-b760-256749d9123b,199,0,23,23.322179994945724,21.07279800111428,36.041856999872834,256.0,0.26582019808166607,0.0,23,24,24,24,25,25,25,25,36,36,36
latência,devices-db5b291e-6b72-499a-b760-256749d9123b,199,0,11,11.573508879396583,9.396128998560016,24.323126999661326,256.0,0.26582019808166607,0.0,11,12,13,13,13,13,14,14,24,24,24
Round Trip Time,devices-e2b33cbd-47d2-44fa-94c2-c16aa75bfe46,199,0,23,23.484306894528316,21.06920100050047,36.857991000943,256.0,0.26582019808166607,0.0,23,24,24,25,25,25,25,25,37,37,37
latência,devices-e2b33cbd-47d2-44fa-94c2-c16aa75bfe46,199,0,12,11.725268412045985,9.442937000130769,25.30540500083589,256.0,0.26582019808166607,0.0,12,12,13,13,13,13,14,14,25,25,25
Round Trip Time,devices-e31e63d2-c061-43e4-884b-02cbef8e69fe,199,0,24,24.238305487529605,21.820056001160992,40.40399900077318,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,27,40,40,40
latência,devices-e31e63d2-c061-43e4-884b-02cbef8e69fe,199,0,12,12.494287256300028,10.24883300124202,28.852886000095168,256.0,0.26582019808166607,0.0,12,13,13,14,14,14,15,15,29,29,29
Round Trip Time,devices-e369ed24-d7df-4309-b5a0-0a4819960bfb,199,0,23,23.371935537713156,21.128968000994064,37.40795200064895,256.0,0.26582019808166607,0.0,23,24,24,25,25,25,25,26,37,37,37
latência,devices-e369ed24-d7df-4309-b5a0-0a4819960bfb,199,0,12,11.62992899501765,9.543772001052275,25.28364400131977,256.0,0.26582019808166607,0.0,12,12,13,13,13,13,14,14,25,25,25
Round Trip Time,devices-e3db637e-4f5c-46a0-a67d-eda1ed43f835,199,0,24,23.94215786939388,21.26940900052432,74.25194500137877,256.0,0.26582019808166607,0.0,24,24,25,25,25,25,26,37,74,74,74
latência,devices-e3db637e-4f5c-46a0-a67d-eda1ed43f835,199,0,12,11.99397360810211,9.72853799976292,25.607986999602872,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,19,26,26,26
Round Trip Time,devices-e74e5146-4104-4a00-a285-55b5e97a8841,199,0,24,24.3123409497032,22.02722399852064,69.53112799965311,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,27,31,70,70,70
latência,devices-e74e5146-4104-4a00-a285-55b5e97a8841,199,0,12,12.413772984916648,10.404767001091386,29.80584900069516,256.0,0.26582019808166607,0.0,12,13,13,14,14,14,15,15,30,30,30
Round Trip Time,devices-e7cc48b4-4e9a-4e06-9c4b-bacf55afdae4,199,0,24,24.390864974854445,21.858182999494602,38.715606000550906,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,30,39,39,39
latência,devices-e7cc48b4-4e9a-4e06-9c4b-bacf55afdae4,199,0,13,12.652939427160657,10.46465299987176,26.40205900024739,256.0,0.26582019808166607,0.0,13,13,14,14,14,14,15,16,26,26,26
Round Trip Time,devices-e7e7f0a9-216b-402e-8068-b7588e43cf40,199,0,24,24.403687381895928,21.808161000080872,39.51954599870078,256.0,0.26582019808166607,0.0,24,25,25,26,26,26,26,28,40,40,40
latência,devices-e7e7f0a9-216b-402e-8068-b7588e43cf40,199,0,12,12.648224301402072,10.429400999782956,26.537636000284692,256.0,0.26582019808166607,0.0,12,13,14,14,14,14,15,15,27,27,27
Round Trip Time,devices-e83e4569-4ce9-42a5-91fe-c1d38eb73006,199,0,24,23.75504204019079,21.427894000225933,37.882990000071004,256.0,0.26582019808166607,0.0,24,24,25,25,25,26,26,26,38,38,38
latência,devices-e83e4569-4ce9-42a5-91fe-c1d38eb73006,199,0,12,12.014978145655837,9.833093999986886,25.674442998933955,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,15,26,26,26
Round Trip Time,devices-e8e27def-97dc-4956-8fd4-50ba50645928,199,0,24,24.357926733665323,21.970253999825218,38.90808999858564,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,27,39,39,39
latência,devices-e8e27def-97dc-4956-8fd4-50ba50645928,199,0,13,12.640420316675595,10.276285998770618,28.39217499968072,256.0,0.26582019808166607,0.0,13,13,14,14,14,14,15,15,28,28,28
Round Trip Time,devices-ea031a04-8bb2-40a4-8017-78bbc7be51f9,199,0,24,23.740373311574416,21.562256000834168,37.49738099941169,256.0,0.26582019808166607,0.0,24,24,25,25,25,26,26,26,37,37,37
latência,devices-ea031a04-8bb2-40a4-8017-78bbc7be51f9,199,0,12,11.999195110501885,9.755773000506451,26.10800299953553,256.0,0.26582019808166607,0.0,12,13,13,13,14,14,14,15,26,26,26
Round Trip Time,devices-eb4da61b-be69-4412-87a0-14d2b1081756,199,0,24,24.366370030151504,21.8360050002957,39.537380000183475,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,28,40,40,40
latência,devices-eb4da61b-be69-4412-87a0-14d2b1081756,199,0,13,12.612584226130524,10.401373001514003,27.885677000085707,256.0,0.26582019808166607,0.0,13,13,14,14,14,14,15,15,28,28,28
Round Trip Time,devices-ee665d45-b3ea-4edf-9e1e-2f27f1380c8d,199,0,23,23.424140723702166,21.08695000060834,36.793979999856674,256.0,0.26582019808166607,0.0,23,24,24,25,25,25,25,26,37,37,37
latência,devices-ee665d45-b3ea-4edf-9e1e-2f27f1380c8d,199,0,12,11.695598397024362,9.376572999826749,25.23046300120768,256.0,0.26582019808166607,0.0,12,12,13,13,13,14,14,14,25,25,25
Round Trip Time,devices-efab16f0-d241-4d51-a00d-fc50c73638cd,199,0,23,23.388982572927414,21.067155001219362,55.18472299991117,256.0,0.26582019808166607,0.0,23,24,24,24,25,25,25,26,55,55,55
latência,devices-efab16f0-d241-4d51-a00d-fc50c73638cd,199,0,11,11.629467165947966,9.403559999555,43.34083600042504,256.0,0.26582019808166607,0.0,11,12,12,13,13,13,14,14,43,43,43
Round Trip Time,devices-f566c314-b041-49f3-8994-4063db65811e,199,0,24,23.670772487404708,21.431617000416736,37.404124999739,256.0,0.26582019808166607,0.0,24,24,25,25,25,25,26,26,37,37,37
latência,devices-f566c314-b041-49f3-8994-4063db65811e,199,0,12,11.934335346647536,9.777207998922677,25.30439399924944,256.0,0.26582019808166607,0.0,12,12,13,13,14,14,14,14,25,25,25
Round Trip Time,devices-f5682b0a-730c-427c-9bd5-47f10dae3106,199,0,23,23.546626095462006,21.17026199994143,62.16463999953703,256.0,0.26582019808166607,0.0,23,24,24,25,25,25,25,36,62,62,62
latência,devices-f5682b0a-730c-427c-9bd5-47f10dae3106,199,0,12,11.688904879360162,9.309525999924517,24.64380300079938,256.0,0.26582019808166607,0.0,12,12,13,13,13,13,16,24,25,25,25
Round Trip Time,devices-fa37e6a7-4678-4242-9b23-9e498870d468,199,0,24,23.439196291484272,21.135109000169905,37.503472000025795,256.0,0.26582019808166607,0.0,24,24,24,25,25,25,25,26,38,38,38
latência,devices-fa37e6a7-4678-4242-9b23-9e498870d468,199,0,12,11.727245793891464,9.581862001141417,25.620780999815906,256.0,0.26582019808166607,0.0,12,12,13,13,13,14,14,14,26,26,26
Round Trip Time,devices-fb0d3428-dc5b-47e4-8774-c349c99ba4e5,199,0,24,24.20129905528744,22.137803000077838,38.45645500041428,256.0,0.26582019808166607,0.0,24,25,25,25,26,26,26,27,38,38,38
latência,devices-fb0d3428-dc5b-47e4-8774-c349c99ba4e5,199,0,12,12.486333959736953,10.407200001282035,28.46363000026031,256.0,0.26582019808166607,0.0,12,13,13,14,14,14,15,15,28,28,28
Round Trip Time,devices-fd03d99e-73ca-48b9-a094-03f84d8a4f9c,199,0,24,23.67645886438345,21.310064001227147,63.527649001116515,256.0,0.26582019808166607,0.0,24,24,24,25,25,25,26,26,64,64,64
latência,devices-fd03d99e-73ca-48b9-a094-03f84d8a4f9c,199,0,12,11.792817562802805,9.606766998331295,26.34947000115062,256.0,0.26582019808166607,0.0,12,12,13,13,13,14,14,14,26,26,26
,Aggregated,39800,0,21,17.913288678935654,9.26744500065979,77.88821600115625,256.0,53.16403961633321,0.0,21,23,24,24,25,25,26,26,39,70,78
