"No.","Time","Source","Destination","Protocol","Length","Source Port","Message Identifier","Destination Port","Info"
"1239","79.284433031","192.168.15.8","130.185.238.170","MQTT","89","39667","","1883","Connect Command"
"1241","79.364490670","130.185.238.170","192.168.15.8","MQTT","70","1883","","39667","Connect Ack"
"1242","79.364526277","192.168.15.8","130.185.238.170","MQTT","354","39667","1,2","1883","Subscribe Request (id=1) [devices-5], Publish Message (id=2) [devices-5]"
"1244","79.439770035","130.185.238.170","192.168.15.8","MQTT","71","1883","1","39667","Subscribe Ack (id=1)"
"1249","79.515546592","130.185.238.170","192.168.15.8","MQTT","340","1883","2","39667","Publish Message [devices-5], Publish Ack (id=2)"
"1268","80.287845711","192.168.15.8","130.185.238.170","MQTT","89","53609","","1883","Connect Command"
"1270","80.367576544","130.185.238.170","192.168.15.8","MQTT","70","1883","","53609","Connect Ack"
"1271","80.367613747","192.168.15.8","130.185.238.170","MQTT","354","53609","1,2","1883","Subscribe Request (id=1) [devices-6], Publish Message (id=2) [devices-6]"
"1275","80.446836471","130.185.238.170","192.168.15.8","MQTT","71","1883","1","53609","Subscribe Ack (id=1)"
"1280","80.526976575","130.185.238.170","192.168.15.8","MQTT","340","1883","2","53609","Publish Message [devices-6], Publish Ack (id=2)"
"1283","80.532969758","192.168.15.8","130.185.238.170","MQTT","338","53281","3","1883","Publish Message (id=3) [devices-3]"
"1285","80.609478158","130.185.238.170","192.168.15.8","MQTT","336","1883","","53281","Publish Message [devices-3]"
"1287","80.685421986","130.185.238.170","192.168.15.8","MQTT","70","1883","3","53281","Publish Ack (id=3)"
"1292","81.286018251","192.168.15.8","130.185.238.170","MQTT","89","60319","","1883","Connect Command"
"1297","81.365747576","130.185.238.170","192.168.15.8","MQTT","70","1883","","60319","Connect Ack"
"1298","81.365783427","192.168.15.8","130.185.238.170","MQTT","354","60319","1,2","1883","Subscribe Request (id=1) [devices-7], Publish Message (id=2) [devices-7]"
"1308","81.445056845","130.185.238.170","192.168.15.8","MQTT","71","1883","1","60319","Subscribe Ack (id=1)"
"1310","81.521406855","130.185.238.170","192.168.15.8","MQTT","340","1883","2","60319","Publish Message [devices-7], Publish Ack (id=2)"
"1314","81.801023269","192.168.15.8","130.185.238.170","MQTT","338","47601","3","1883","Publish Message (id=3) [devices-4]"
"1315","81.883054111","130.185.238.170","192.168.15.8","MQTT","336","1883","","47601","Publish Message [devices-4]"
"1318","82.024371763","130.185.238.170","192.168.15.8","MQTT","70","1883","3","47601","Publish Ack (id=3)"
"1332","82.213752095","192.168.15.8","130.185.238.170","MQTT","338","44119","4","1883","Publish Message (id=4) [devices-2]"
"1335","82.284947649","192.168.15.8","130.185.238.170","MQTT","89","39375","","1883","Connect Command"
"1336","82.293883983","130.185.238.170","192.168.15.8","MQTT","336","1883","","44119","Publish Message [devices-2]"
"1339","82.364955781","130.185.238.170","192.168.15.8","MQTT","70","1883","","39375","Connect Ack"
"1340","82.364990737","192.168.15.8","130.185.238.170","MQTT","354","39375","1,2","1883","Subscribe Request (id=1) [devices-8], Publish Message (id=2) [devices-8]"
"1342","82.373757287","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44119","Publish Ack (id=4)"
"1347","82.444089863","130.185.238.170","192.168.15.8","MQTT","71","1883","1","39375","Subscribe Ack (id=1)"
"1350","82.520358616","130.185.238.170","192.168.15.8","MQTT","340","1883","2","39375","Publish Message [devices-8], Publish Ack (id=2)"
"1362","83.283384943","192.168.15.8","130.185.238.170","MQTT","89","49711","","1883","Connect Command"
"1365","83.359341080","130.185.238.170","192.168.15.8","MQTT","70","1883","","49711","Connect Ack"
"1366","83.359394681","192.168.15.8","130.185.238.170","MQTT","354","49711","1,2","1883","Subscribe Request (id=1) [devices-9], Publish Message (id=2) [devices-9]"
"1381","83.434858310","130.185.238.170","192.168.15.8","MQTT","71","1883","1","49711","Subscribe Ack (id=1)"
"1386","83.510734932","130.185.238.170","192.168.15.8","MQTT","340","1883","2","49711","Publish Message [devices-9], Publish Ack (id=2)"
"1391","83.955262936","192.168.15.8","130.185.238.170","MQTT","338","53609","3","1883","Publish Message (id=3) [devices-6]"
"1392","83.999828842","192.168.15.8","130.185.238.170","MQTT","338","44879","4","1883","Publish Message (id=4) [devices-1]"
"1393","84.034798379","192.168.15.8","130.185.238.170","MQTT","338","47601","4","1883","Publish Message (id=4) [devices-4]"
"1394","84.035297769","130.185.238.170","192.168.15.8","MQTT","336","1883","","53609","Publish Message [devices-6]"
"1396","84.080248347","130.185.238.170","192.168.15.8","MQTT","336","1883","","44879","Publish Message [devices-1]"
"1398","84.115141494","130.185.238.170","192.168.15.8","MQTT","336","1883","","47601","Publish Message [devices-4]"
"1399","84.115141882","130.185.238.170","192.168.15.8","MQTT","70","1883","3","53609","Publish Ack (id=3)"
"1402","84.160123391","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44879","Publish Ack (id=4)"
"1407","84.194906082","130.185.238.170","192.168.15.8","MQTT","70","1883","4","47601","Publish Ack (id=4)"
"1414","84.287810392","192.168.15.8","130.185.238.170","MQTT","90","40151","","1883","Connect Command"
"1416","84.365137886","130.185.238.170","192.168.15.8","MQTT","70","1883","","40151","Connect Ack"
"1417","84.365173718","192.168.15.8","130.185.238.170","MQTT","356","40151","1,2","1883","Subscribe Request (id=1) [devices-10], Publish Message (id=2) [devices-10]"
"1422","84.443162213","130.185.238.170","192.168.15.8","MQTT","71","1883","1","40151","Subscribe Ack (id=1)"
"1425","84.445913124","192.168.15.8","130.185.238.170","MQTT","338","53281","4","1883","Publish Message (id=4) [devices-3]"
"1426","84.519395751","130.185.238.170","192.168.15.8","MQTT","341","1883","2","40151","Publish Message [devices-10], Publish Ack (id=2)"
"1428","84.521695603","130.185.238.170","192.168.15.8","MQTT","336","1883","","53281","Publish Message [devices-3]"
"1431","84.554858211","192.168.15.8","130.185.238.170","MQTT","338","39667","3","1883","Publish Message (id=3) [devices-5]"
"1433","84.597324808","130.185.238.170","192.168.15.8","MQTT","70","1883","4","53281","Publish Ack (id=4)"
"1435","84.631666144","130.185.238.170","192.168.15.8","MQTT","336","1883","","39667","Publish Message [devices-5]"
"1439","84.707634730","130.185.238.170","192.168.15.8","MQTT","70","1883","3","39667","Publish Ack (id=3)"
"1442","85.163703942","192.168.15.8","130.185.238.170","MQTT","338","49711","3","1883","Publish Message (id=3) [devices-9]"
"1445","85.238687699","130.185.238.170","192.168.15.8","MQTT","336","1883","","49711","Publish Message [devices-9]"
"1453","85.291530583","192.168.15.8","130.185.238.170","MQTT","90","44773","","1883","Connect Command"
"1454","85.301582092","192.168.15.8","130.185.238.170","MQTT","338","47601","5","1883","Publish Message (id=5) [devices-4]"
"1455","85.314603021","130.185.238.170","192.168.15.8","MQTT","70","1883","3","49711","Publish Ack (id=3)"
"1460","85.371688229","130.185.238.170","192.168.15.8","MQTT","70","1883","","44773","Connect Ack"
"1461","85.371720252","192.168.15.8","130.185.238.170","MQTT","356","44773","1,2","1883","Subscribe Request (id=1) [devices-11], Publish Message (id=2) [devices-11]"
"1463","85.382863510","130.185.238.170","192.168.15.8","MQTT","336","1883","","47601","Publish Message [devices-4]"
"1465","85.405749877","192.168.15.8","130.185.238.170","MQTT","338","53609","4","1883","Publish Message (id=4) [devices-6]"
"1466","85.450846507","130.185.238.170","192.168.15.8","MQTT","71","1883","1","44773","Subscribe Ack (id=1)"
"1471","85.463002778","130.185.238.170","192.168.15.8","MQTT","70","1883","5","47601","Publish Ack (id=5)"
"1473","85.487279746","130.185.238.170","192.168.15.8","MQTT","336","1883","","53609","Publish Message [devices-6]"
"1475","85.530699225","130.185.238.170","192.168.15.8","MQTT","341","1883","2","44773","Publish Message [devices-11], Publish Ack (id=2)"
"1478","85.567118059","130.185.238.170","192.168.15.8","MQTT","70","1883","4","53609","Publish Ack (id=4)"
"1481","85.781556948","192.168.15.8","130.185.238.170","MQTT","338","39375","3","1883","Publish Message (id=3) [devices-8]"
"1482","85.860375697","130.185.238.170","192.168.15.8","MQTT","336","1883","","39375","Publish Message [devices-8]"
"1484","85.936257575","130.185.238.170","192.168.15.8","MQTT","70","1883","3","39375","Publish Ack (id=3)"
"1486","85.987133426","192.168.15.8","130.185.238.170","MQTT","338","44879","5","1883","Publish Message (id=5) [devices-1]"
"1487","86.068240150","130.185.238.170","192.168.15.8","MQTT","336","1883","","44879","Publish Message [devices-1]"
"1489","86.148070680","130.185.238.170","192.168.15.8","MQTT","70","1883","5","44879","Publish Ack (id=5)"
"1494","86.292602132","192.168.15.8","130.185.238.170","MQTT","90","44033","","1883","Connect Command"
"1501","86.376529089","130.185.238.170","192.168.15.8","MQTT","70","1883","","44033","Connect Ack"
"1502","86.376564311","192.168.15.8","130.185.238.170","MQTT","356","44033","1,2","1883","Subscribe Request (id=1) [devices-12], Publish Message (id=2) [devices-12]"
"1506","86.456042770","130.185.238.170","192.168.15.8","MQTT","71","1883","1","44033","Subscribe Ack (id=1)"
"1510","86.535815412","130.185.238.170","192.168.15.8","MQTT","341","1883","2","44033","Publish Message [devices-12], Publish Ack (id=2)"
"1516","87.120585374","192.168.15.8","130.185.238.170","MQTT","338","60319","3","1883","Publish Message (id=3) [devices-7]"
"1517","87.197380358","130.185.238.170","192.168.15.8","MQTT","336","1883","","60319","Publish Message [devices-7]"
"1520","87.277263620","130.185.238.170","192.168.15.8","MQTT","70","1883","3","60319","Publish Ack (id=3)"
"1524","87.288147725","192.168.15.8","130.185.238.170","MQTT","90","33979","","1883","Connect Command"
"1526","87.364194320","130.185.238.170","192.168.15.8","MQTT","70","1883","","33979","Connect Ack"
"1527","87.364230840","192.168.15.8","130.185.238.170","MQTT","356","33979","1,2","1883","Subscribe Request (id=1) [devices-13], Publish Message (id=2) [devices-13]"
"1534","87.439640964","130.185.238.170","192.168.15.8","MQTT","71","1883","1","33979","Subscribe Ack (id=1)"
"1539","87.515514091","130.185.238.170","192.168.15.8","MQTT","341","1883","2","33979","Publish Message [devices-13], Publish Ack (id=2)"
"1544","87.711492717","192.168.15.8","130.185.238.170","MQTT","338","44119","5","1883","Publish Message (id=5) [devices-2]"
"1545","87.789925242","130.185.238.170","192.168.15.8","MQTT","336","1883","","44119","Publish Message [devices-2]"
"1547","87.869830463","130.185.238.170","192.168.15.8","MQTT","70","1883","5","44119","Publish Ack (id=5)"
"1549","87.931673580","192.168.15.8","130.185.238.170","MQTT","338","39667","4","1883","Publish Message (id=4) [devices-5]"
"1551","88.007705748","130.185.238.170","192.168.15.8","MQTT","336","1883","","39667","Publish Message [devices-5]"
"1554","88.083632494","130.185.238.170","192.168.15.8","MQTT","70","1883","4","39667","Publish Ack (id=4)"
"1561","88.291813651","192.168.15.8","130.185.238.170","MQTT","90","48487","","1883","Connect Command"
"1564","88.371750514","130.185.238.170","192.168.15.8","MQTT","70","1883","","48487","Connect Ack"
"1566","88.371801331","192.168.15.8","130.185.238.170","MQTT","356","48487","1,2","1883","Subscribe Request (id=1) [devices-14], Publish Message (id=2) [devices-14]"
"1572","88.451104895","130.185.238.170","192.168.15.8","MQTT","71","1883","1","48487","Subscribe Ack (id=1)"
"1579","88.531305406","130.185.238.170","192.168.15.8","MQTT","341","1883","2","48487","Publish Message [devices-14], Publish Ack (id=2)"
"1585","88.688377714","192.168.15.8","130.185.238.170","MQTT","339","40151","3","1883","Publish Message (id=3) [devices-10]"
"1586","88.763228655","130.185.238.170","192.168.15.8","MQTT","337","1883","","40151","Publish Message [devices-10]"
"1588","88.769023460","192.168.15.8","130.185.238.170","MQTT","338","39375","4","1883","Publish Message (id=4) [devices-8]"
"1589","88.777510766","192.168.15.8","130.185.238.170","MQTT","338","49711","4","1883","Publish Message (id=4) [devices-9]"
"1590","88.838981299","130.185.238.170","192.168.15.8","MQTT","70","1883","3","40151","Publish Ack (id=3)"
"1592","88.848265767","130.185.238.170","192.168.15.8","MQTT","336","1883","","39375","Publish Message [devices-8]"
"1594","88.854669236","130.185.238.170","192.168.15.8","MQTT","336","1883","","49711","Publish Message [devices-9]"
"1596","88.924298953","130.185.238.170","192.168.15.8","MQTT","70","1883","4","39375","Publish Ack (id=4)"
"1598","88.930682532","130.185.238.170","192.168.15.8","MQTT","70","1883","4","49711","Publish Ack (id=4)"
"1603","89.287963912","192.168.15.8","130.185.238.170","MQTT","90","55363","","1883","Connect Command"
"1605","89.363911062","130.185.238.170","192.168.15.8","MQTT","70","1883","","55363","Connect Ack"
"1606","89.363948312","192.168.15.8","130.185.238.170","MQTT","356","55363","1,2","1883","Subscribe Request (id=1) [devices-15], Publish Message (id=2) [devices-15]"
"1608","89.420995159","192.168.15.8","130.185.238.170","MQTT","339","33979","3","1883","Publish Message (id=3) [devices-13]"
"1609","89.439387893","130.185.238.170","192.168.15.8","MQTT","71","1883","1","55363","Subscribe Ack (id=1)"
"1614","89.465316478","192.168.15.8","130.185.238.170","MQTT","339","44773","3","1883","Publish Message (id=3) [devices-11]"
"1615","89.499465036","130.185.238.170","192.168.15.8","MQTT","337","1883","","33979","Publish Message [devices-13]"
"1617","89.515219303","130.185.238.170","192.168.15.8","MQTT","341","1883","2","55363","Publish Message [devices-15], Publish Ack (id=2)"
"1624","89.550603609","130.185.238.170","192.168.15.8","MQTT","337","1883","","44773","Publish Message [devices-11]"
"1628","89.575397545","130.185.238.170","192.168.15.8","MQTT","70","1883","3","33979","Publish Ack (id=3)"
"1630","89.630736675","130.185.238.170","192.168.15.8","MQTT","70","1883","3","44773","Publish Ack (id=3)"
"1634","89.773606826","192.168.15.8","130.185.238.170","MQTT","338","53281","5","1883","Publish Message (id=5) [devices-3]"
"1635","89.849549152","130.185.238.170","192.168.15.8","MQTT","336","1883","","53281","Publish Message [devices-3]"
"1637","89.925342042","130.185.238.170","192.168.15.8","MQTT","70","1883","5","53281","Publish Ack (id=5)"
"1639","90.197463360","192.168.15.8","130.185.238.170","MQTT","338","60319","4","1883","Publish Message (id=4) [devices-7]"
"1641","90.277432638","130.185.238.170","192.168.15.8","MQTT","336","1883","","60319","Publish Message [devices-7]"
"1645","90.293020233","192.168.15.8","130.185.238.170","MQTT","90","52387","","1883","Connect Command"
"1646","90.357217841","130.185.238.170","192.168.15.8","MQTT","70","1883","4","60319","Publish Ack (id=4)"
"1649","90.373121939","130.185.238.170","192.168.15.8","MQTT","70","1883","","52387","Connect Ack"
"1650","90.373156230","192.168.15.8","130.185.238.170","MQTT","356","52387","1,2","1883","Subscribe Request (id=1) [devices-16], Publish Message (id=2) [devices-16]"
"1655","90.452250422","130.185.238.170","192.168.15.8","MQTT","71","1883","1","52387","Subscribe Ack (id=1)"
"1657","90.528541798","130.185.238.170","192.168.15.8","MQTT","341","1883","2","52387","Publish Message [devices-16], Publish Ack (id=2)"
"1660","90.568130166","192.168.15.8","130.185.238.170","MQTT","338","44119","6","1883","Publish Message (id=6) [devices-2]"
"1665","90.603967730","192.168.15.8","130.185.238.170","MQTT","339","48487","3","1883","Publish Message (id=3) [devices-14]"
"1668","90.645875571","130.185.238.170","192.168.15.8","MQTT","336","1883","","44119","Publish Message [devices-2]"
"1670","90.683186857","130.185.238.170","192.168.15.8","MQTT","337","1883","","48487","Publish Message [devices-14]"
"1672","90.725993007","130.185.238.170","192.168.15.8","MQTT","70","1883","6","44119","Publish Ack (id=6)"
"1674","90.779986062","130.185.238.170","192.168.15.8","MQTT","70","1883","3","48487","Publish Ack (id=3)"
"1676","90.829049747","192.168.15.8","130.185.238.170","MQTT","338","53609","5","1883","Publish Message (id=5) [devices-6]"
"1677","90.911570909","130.185.238.170","192.168.15.8","MQTT","336","1883","","53609","Publish Message [devices-6]"
"1679","90.921509433","192.168.15.8","130.185.238.170","MQTT","339","44773","4","1883","Publish Message (id=4) [devices-11]"
"1680","90.991213617","130.185.238.170","192.168.15.8","MQTT","70","1883","5","53609","Publish Ack (id=5)"
"1682","91.003126831","130.185.238.170","192.168.15.8","MQTT","337","1883","","44773","Publish Message [devices-11]"
"1684","91.083378185","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44773","Publish Ack (id=4)"
"1686","91.132501666","192.168.15.8","130.185.238.170","MQTT","338","39667","5","1883","Publish Message (id=5) [devices-5]"
"1687","91.208589116","130.185.238.170","192.168.15.8","MQTT","336","1883","","39667","Publish Message [devices-5]"
"1690","91.287637362","130.185.238.170","192.168.15.8","MQTT","70","1883","5","39667","Publish Ack (id=5)"
"1694","91.296538989","192.168.15.8","130.185.238.170","MQTT","90","38713","","1883","Connect Command"
"1696","91.380372816","130.185.238.170","192.168.15.8","MQTT","70","1883","","38713","Connect Ack"
"1697","91.380397277","192.168.15.8","130.185.238.170","MQTT","356","38713","1,2","1883","Subscribe Request (id=1) [devices-17], Publish Message (id=2) [devices-17]"
"1699","91.410114714","192.168.15.8","130.185.238.170","MQTT","339","40151","4","1883","Publish Message (id=4) [devices-10]"
"1700","91.424548603","192.168.15.8","130.185.238.170","MQTT","338","47601","6","1883","Publish Message (id=6) [devices-4]"
"1704","91.459745141","130.185.238.170","192.168.15.8","MQTT","71","1883","1","38713","Subscribe Ack (id=1)"
"1706","91.487289267","130.185.238.170","192.168.15.8","MQTT","337","1883","","40151","Publish Message [devices-10]"
"1708","91.502937855","130.185.238.170","192.168.15.8","MQTT","336","1883","","47601","Publish Message [devices-4]"
"1710","91.540181600","130.185.238.170","192.168.15.8","MQTT","341","1883","2","38713","Publish Message [devices-17], Publish Ack (id=2)"
"1713","91.563114367","130.185.238.170","192.168.15.8","MQTT","70","1883","4","40151","Publish Ack (id=4)"
"1715","91.582885551","130.185.238.170","192.168.15.8","MQTT","70","1883","6","47601","Publish Ack (id=6)"
"1718","91.637068605","192.168.15.8","130.185.238.170","MQTT","338","44879","6","1883","Publish Message (id=6) [devices-1]"
"1724","91.720331183","130.185.238.170","192.168.15.8","MQTT","336","1883","","44879","Publish Message [devices-1]"
"1726","91.800749966","130.185.238.170","192.168.15.8","MQTT","70","1883","6","44879","Publish Ack (id=6)"
"1730","92.137241883","192.168.15.8","130.185.238.170","MQTT","339","44033","3","1883","Publish Message (id=3) [devices-12]"
"1732","92.220107984","130.185.238.170","192.168.15.8","MQTT","337","1883","","44033","Publish Message [devices-12]"
"1736","92.292825632","192.168.15.8","130.185.238.170","MQTT","90","46699","","1883","Connect Command"
"1737","92.301119961","130.185.238.170","192.168.15.8","MQTT","70","1883","3","44033","Publish Ack (id=3)"
"1740","92.372689232","130.185.238.170","192.168.15.8","MQTT","70","1883","","46699","Connect Ack"
"1741","92.372725734","192.168.15.8","130.185.238.170","MQTT","356","46699","1,2","1883","Subscribe Request (id=1) [devices-18], Publish Message (id=2) [devices-18]"
"1743","92.399482464","192.168.15.8","130.185.238.170","MQTT","339","48487","4","1883","Publish Message (id=4) [devices-14]"
"1744","92.452305160","130.185.238.170","192.168.15.8","MQTT","71","1883","1","46699","Subscribe Ack (id=1)"
"1749","92.479069452","130.185.238.170","192.168.15.8","MQTT","337","1883","","48487","Publish Message [devices-14]"
"1751","92.528323318","130.185.238.170","192.168.15.8","MQTT","341","1883","2","46699","Publish Message [devices-18], Publish Ack (id=2)"
"1754","92.559199431","130.185.238.170","192.168.15.8","MQTT","70","1883","4","48487","Publish Ack (id=4)"
"1763","93.001266460","192.168.15.8","130.185.238.170","MQTT","338","39375","5","1883","Publish Message (id=5) [devices-8]"
"1765","93.080293173","130.185.238.170","192.168.15.8","MQTT","336","1883","","39375","Publish Message [devices-8]"
"1767","93.101456365","192.168.15.8","130.185.238.170","MQTT","339","38713","3","1883","Publish Message (id=3) [devices-17]"
"1769","93.156278400","130.185.238.170","192.168.15.8","MQTT","70","1883","5","39375","Publish Ack (id=5)"
"1772","93.183237363","192.168.15.8","130.185.238.170","MQTT","338","49711","5","1883","Publish Message (id=5) [devices-9]"
"1773","93.183722269","130.185.238.170","192.168.15.8","MQTT","337","1883","","38713","Publish Message [devices-17]"
"1776","93.258631258","130.185.238.170","192.168.15.8","MQTT","336","1883","","49711","Publish Message [devices-9]"
"1779","93.263503275","130.185.238.170","192.168.15.8","MQTT","70","1883","3","38713","Publish Ack (id=3)"
"1783","93.292163513","192.168.15.8","130.185.238.170","MQTT","90","57187","","1883","Connect Command"
"1784","93.334761469","130.185.238.170","192.168.15.8","MQTT","70","1883","5","49711","Publish Ack (id=5)"
"1788","93.367541605","192.168.15.8","130.185.238.170","MQTT","356","57187","1,2","1883","Subscribe Request (id=1) [devices-19], Publish Message (id=2) [devices-19]"
"1789","93.368114347","130.185.238.170","192.168.15.8","MQTT","70","1883","","57187","Connect Ack"
"1793","93.443701194","130.185.238.170","192.168.15.8","MQTT","71","1883","1","57187","Subscribe Ack (id=1)"
"1795","93.444241447","192.168.15.8","130.185.238.170","MQTT","339","44033","4","1883","Publish Message (id=4) [devices-12]"
"1799","93.519565207","130.185.238.170","192.168.15.8","MQTT","341","1883","2","57187","Publish Message [devices-19], Publish Ack (id=2)"
"1801","93.523962941","130.185.238.170","192.168.15.8","MQTT","337","1883","","44033","Publish Message [devices-12]"
"1806","93.604105882","130.185.238.170","192.168.15.8","MQTT","70","1883","4","44033","Publish Ack (id=4)"
"1808","93.616014900","192.168.15.8","130.185.238.170","MQTT","339","52387","3","1883","Publish Message (id=3) [devices-16]"
"1809","93.621537812","192.168.15.8","130.185.238.170","MQTT","339","40151","5","1883","Publish Message (id=5) [devices-10]"
"1810","93.692539633","130.185.238.170","192.168.15.8","MQTT","337","1883","","52387","Publish Message [devices-16]"
"1812","93.698977809","130.185.238.170","192.168.15.8","MQTT","337","1883","","40151","Publish Message [devices-10]"
"1814","93.718887324","192.168.15.8","130.185.238.170","MQTT","338","44119","7","1883","Publish Message (id=7) [devices-2]"
"1815","93.768394238","130.185.238.170","192.168.15.8","MQTT","70","1883","3","52387","Publish Ack (id=3)"
"1817","93.775087029","130.185.238.170","192.168.15.8","MQTT","70","1883","5","40151","Publish Ack (id=5)"
"1819","93.797898587","130.185.238.170","192.168.15.8","MQTT","336","1883","","44119","Publish Message [devices-2]"
"1824","93.877611068","130.185.238.170","192.168.15.8","MQTT","70","1883","7","44119","Publish Ack (id=7)"
"1829","94.076232893","192.168.15.8","130.185.238.170","MQTT","339","46699","3","1883","Publish Message (id=3) [devices-18]"
"1830","94.155961790","130.185.238.170","192.168.15.8","MQTT","337","1883","","46699","Publish Message [devices-18]"
"1833","94.232130538","130.185.238.170","192.168.15.8","MQTT","70","1883","3","46699","Publish Ack (id=3)"
"1837","94.291711977","192.168.15.8","130.185.238.170","MQTT","90","57359","","1883","Connect Command"
"1839","94.367506595","130.185.238.170","192.168.15.8","MQTT","70","1883","","57359","Connect Ack"
"1840","94.367542232","192.168.15.8","130.185.238.170","MQTT","356","57359","1,2","1883","Subscribe Request (id=1) [devices-20], Publish Message (id=2) [devices-20]"
"1842","94.368081868","192.168.15.8","130.185.238.170","MQTT","338","39667","6","1883","Publish Message (id=6) [devices-5]"
"1843","94.443130094","130.185.238.170","192.168.15.8","MQTT","71","1883","1","57359","Subscribe Ack (id=1)"
"1845","94.443744537","130.185.238.170","192.168.15.8","MQTT","336","1883","","39667","Publish Message [devices-5]"
"1850","94.518987676","130.185.238.170","192.168.15.8","MQTT","341","1883","2","57359","Publish Message [devices-20], Publish Ack (id=2)"
"1852","94.519389821","130.185.238.170","192.168.15.8","MQTT","70","1883","6","39667","Publish Ack (id=6)"
"1858","94.689012959","192.168.15.8","130.185.238.170","MQTT","338","39375","6","1883","Publish Message (id=6) [devices-8]"
"1859","94.690594076","192.168.15.8","130.185.238.170","MQTT","339","33979","4","1883","Publish Message (id=4) [devices-13]"
"1860","94.718186975","192.168.15.8","130.185.238.170","MQTT","339","44033","5","1883","Publish Message (id=5) [devices-12]"
"1861","94.767662770","130.185.238.170","192.168.15.8","MQTT","337","1883","","33979","Publish Message [devices-13]"
"1862","94.767663087","130.185.238.170","192.168.15.8","MQTT","336","1883","","39375","Publish Message [devices-8]"
"1865","94.800067731","130.185.238.170","192.168.15.8","MQTT","337","1883","","44033","Publish Message [devices-12]"
"1867","94.843508611","130.185.238.170","192.168.15.8","MQTT","70","1883","4","33979","Publish Ack (id=4)"
"1869","94.843947112","130.185.238.170","192.168.15.8","MQTT","70","1883","6","39375","Publish Ack (id=6)"
"1871","94.880005073","130.185.238.170","192.168.15.8","MQTT","70","1883","5","44033","Publish Ack (id=5)"
"1873","95.009324849","192.168.15.8","130.185.238.170","MQTT","338","53281","6","1883","Publish Message (id=6) [devices-3]"
"1874","95.085267356","130.185.238.170","192.168.15.8","MQTT","336","1883","","53281","Publish Message [devices-3]"
"1876","95.161213835","130.185.238.170","192.168.15.8","MQTT","70","1883","6","53281","Publish Ack (id=6)"
