"No.","Time","Source","Destination","Protocol","Length","Message Type","Destination Port","Source Port","Message","Message Identifier","Info"
"8934","440.192600572","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","122","Publish Ack (id=122)"
"8941","440.983763504","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20274c656a4b75496e683057587272665a346d385163496678â\200\246","125","Publish Message (id=125) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"8942","440.993009966","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20274c656a4b75496e683057587272665a346d385163496678â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"8944","441.004427942","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","125","Publish Ack (id=125)"
"8946","441.532225516","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a2027513136376b7a304d4e6d37796d71795877737178506638â\200\246","123","Publish Message (id=123) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"8947","441.544896124","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a2027513136376b7a304d4e6d37796d71795877737178506638â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"8949","441.556239729","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","123","Publish Ack (id=123)"
"8956","442.210748754","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a202758764c44615a5048703467786a653779464a7968495159â\200\246","112","Publish Message (id=112) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"8957","442.220605753","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a202758764c44615a5048703467786a653779464a7968495159â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"8959","442.232247082","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","112","Publish Ack (id=112)"
"8961","442.337017175","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a20275554727765726a333876586838414a423663764c563559â\200\246","118","Publish Message (id=118) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"8962","442.348493050","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20275554727765726a333876586838414a423663764c563559â\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"8964","442.360274614","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","118","Publish Ack (id=118)"
"8966","442.775388067","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a202764767463584f4674666d7373664a42337661436f374870â\200\246","126","Publish Message (id=126) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"8967","442.784748736","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a202764767463584f4674666d7373664a42337661436f374870â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"8969","442.796404903","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","126","Publish Ack (id=126)"
"8976","442.999803529","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a20277855597667724b384a786f3875786837386d4e415a7935â\200\246","117","Publish Message (id=117) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"8977","443.013169335","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a20277855597667724b384a786f3875786837386d4e415a7935â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"8979","443.024300818","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","117","Publish Ack (id=117)"
"8981","443.065936023","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a202750656c6e6c6e4d46544e72745344375436654777414334â\200\246","121","Publish Message (id=121) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"8982","443.076992294","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a202750656c6e6c6e4d46544e72745344375436654777414334â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"8984","443.089041115","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","121","Publish Ack (id=121)"
"8986","443.382004740","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a2027666f7145423471375746496e30505a5456314e6b644c32â\200\246","123","Publish Message (id=123) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"8987","443.393024471","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a20276c464a416b4f5a6e654c4532566a7039337242666a6346â\200\246","126","Publish Message (id=126) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"8988","443.393460277","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a2027666f7145423471375746496e30505a5456314e6b644c32â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"8990","443.404756812","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","123","Publish Ack (id=123)"
"8992","443.405434536","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a20276c464a416b4f5a6e654c4532566a7039337242666a6346â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"8994","443.417511820","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","126","Publish Ack (id=126)"
"8996","443.974860920","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a20276e6e663257686f783335487034725243677a6e53766175â\200\246","124","Publish Message (id=124) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"8997","443.984674036","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a20276e6e663257686f783335487034725243677a6e53766175â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"8998","443.984746613","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","43243","","","Ping Request"
"8999","443.996337897","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","124","Publish Ack (id=124)"
"9001","444.048413779","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","43243","1883","","","Ping Response"
"9008","444.467115150","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a2027413356434f414a39637471366851424546456b424a3755â\200\246","113","Publish Message (id=113) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9009","444.467303587","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a202731304174785068445a4a6e31735534754f6537536a3162â\200\246","118","Publish Message (id=118) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9010","444.477238463","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a202731304174785068445a4a6e31735534754f6537536a3162â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9011","444.477238984","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a2027413356434f414a39637471366851424546456b424a3755â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9014","444.488343967","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","113","Publish Ack (id=113)"
"9015","444.488344348","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","118","Publish Ack (id=118)"
"9018","444.735663080","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a20274f41386c59695166593970563275564142323742784e39â\200\246","124","Publish Message (id=124) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9019","444.748878280","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a20274f41386c59695166593970563275564142323742784e39â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9021","444.761041367","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","124","Publish Ack (id=124)"
"9034","445.092781646","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","48975","","","Ping Request"
"9035","445.104998795","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","48975","1883","","","Ping Response"
"9037","445.137440500","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","59005","","","Ping Request"
"9038","445.148936694","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","59005","1883","","","Ping Response"
"9040","445.191026934","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a20276e704d783273676747346b3170323846744c7032445770â\200\246","122","Publish Message (id=122) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"9041","445.200970047","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a20276e704d783273676747346b3170323846744c7032445770â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"9043","445.212768252","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","122","Publish Ack (id=122)"
"9056","445.365237229","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","49891","","","Ping Request"
"9057","445.377045735","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","49891","1883","","","Ping Response"
"9059","445.408182167","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","36811","","","Ping Request"
"9060","445.421215432","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","36811","1883","","","Ping Response"
"9067","445.490132380","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","33099","","","Ping Request"
"9068","445.500781871","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","33099","1883","","","Ping Response"
"9070","445.763532044","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","46033","","","Ping Request"
"9071","445.772622071","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","46033","1883","","","Ping Response"
"9073","445.940932842","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a202771526c4f6f6168545755324c426c666157537648547079â\200\246","115","Publish Message (id=115) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9074","445.953120485","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a202771526c4f6f6168545755324c426c666157537648547079â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9076","445.964769679","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","115","Publish Ack (id=115)"
"9078","446.346304814","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a20276f64687265675676636b494f6f63446e42535830435a6aâ\200\246","119","Publish Message (id=119) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"9079","446.356971346","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20276f64687265675676636b494f6f63446e42535830435a6aâ\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"9081","446.368287759","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","119","Publish Ack (id=119)"
"9083","446.422997460","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","48961","","","Ping Request"
"9084","446.433536160","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","48961","1883","","","Ping Response"
"9086","446.490613094","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","42327","","","Ping Request"
"9089","446.500486996","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","42327","1883","","","Ping Response"
"9094","446.613725471","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a20275a76694156456379794d5a53636b423737754541577050â\200\246","127","Publish Message (id=127) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"9095","446.625717404","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a20275a76694156456379794d5a53636b423737754541577050â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"9097","446.637288620","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","127","Publish Ack (id=127)"
"9099","446.802010316","192.168.15.2","45.179.91.194","MQTT","68","Ping Request","1883","39299","","","Ping Request"
"9100","446.812720752","45.179.91.194","192.168.15.2","MQTT","68","Ping Response","39299","1883","","","Ping Response"
"9102","446.890470129","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a20274d71417978377439473464694b5a4c745766433435344fâ\200\246","114","Publish Message (id=114) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9103","446.900722347","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a20274d71417978377439473464694b5a4c745766433435344fâ\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9105","446.912335523","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","114","Publish Ack (id=114)"
"9113","447.698143499","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20275443656b58586f56357354684633394737574c4230786câ\200\246","127","Publish Message (id=127) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"9114","447.708740079","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20275443656b58586f56357354684633394737574c4230786câ\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"9116","447.720401726","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","127","Publish Ack (id=127)"
"9140","447.989563083","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a20277a6b756273304c6a3845715646554f6775364c48717337â\200\246","115","Publish Message (id=115) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9141","448.000714655","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a20277a6b756273304c6a3845715646554f6775364c48717337â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9143","448.012240856","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","115","Publish Ack (id=115)"
"9145","448.097596592","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a2027737149685778486d597235616566765274347473657073â\200\246","119","Publish Message (id=119) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9146","448.108517316","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a2027737149685778486d597235616566765274347473657073â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9148","448.120323407","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","119","Publish Ack (id=119)"
"9151","448.209734203","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a2027476368755a59696e56746a304e4741383067426a387079â\200\246","124","Publish Message (id=124) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"9152","448.221081595","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a2027476368755a59696e56746a304e4741383067426a387079â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"9154","448.232613527","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","124","Publish Ack (id=124)"
"9157","448.593532726","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a2027494447734677434977504a754376754643707058714164â\200\246","125","Publish Message (id=125) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"9159","448.604622069","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a2027494447734677434977504a754376754643707058714164â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"9161","448.616449862","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","43243","1883","","125","Publish Ack (id=125)"
"9166","449.007788889","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20276a77357739314231666d45393759464934474454646733â\200\246","116","Publish Message (id=116) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9167","449.021020751","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20276a77357739314231666d45393759464934474454646733â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9169","449.032737573","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","116","Publish Ack (id=116)"
"9171","449.215037764","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a20277573696c454d38667256786c5677346c304b6c6c73525aâ\200\246","128","Publish Message (id=128) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"9172","449.224725092","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a20277573696c454d38667256786c5677346c304b6c6c73525aâ\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"9174","449.236434199","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","128","Publish Ack (id=128)"
"9181","449.733011652","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a202778725a72677a784b4a5042534c4f727331624c6965776eâ\200\246","120","Publish Message (id=120) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9182","449.744532072","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a202778725a72677a784b4a5042534c4f727331624c6965776eâ\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9184","449.756291104","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","120","Publish Ack (id=120)"
"9186","450.390359891","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","49891","7b276d657373616765273a20276533396e754d776161623349614e64516934703858664fâ\200\246","120","Publish Message (id=120) [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"9187","450.401087309","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","49891","1883","7b276d657373616765273a20276533396e754d776161623349614e64516934703858664fâ\200\246","","Publish Message [devices-86fe3fcd-4826-49b8-9f6d-9cc9cb5793d7]"
"9189","450.412416407","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","49891","1883","","120","Publish Ack (id=120)"
"9191","450.566317452","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48975","7b276d657373616765273a20276b716a5a794c464f6a4c67697350504b37794b78665945â\200\246","123","Publish Message (id=123) [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"9192","450.577117297","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48975","1883","7b276d657373616765273a20276b716a5a794c464f6a4c67697350504b37794b78665945â\200\246","","Publish Message [devices-3616bd97-1b2f-4db3-911f-7585a934b8f3]"
"9194","450.588920112","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48975","1883","","123","Publish Ack (id=123)"
"9196","450.620051075","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a202730374a34636565575a6d784d344e6561476b7834323834â\200\246","125","Publish Message (id=125) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9197","450.633103627","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a202730374a34636565575a6d784d344e6561476b7834323834â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9199","450.644447562","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","125","Publish Ack (id=125)"
"9206","450.787787513","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","36811","7b276d657373616765273a2027646a5644646b6548456c54433542413479354136685277â\200\246","125","Publish Message (id=125) [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"9207","450.802648410","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","36811","1883","7b276d657373616765273a2027646a5644646b6548456c54433542413479354136685277â\200\246","","Publish Message [devices-dbb6e282-74d8-4a05-8749-6e8adf2ba496]"
"9209","450.813210635","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","36811","1883","","125","Publish Ack (id=125)"
"9211","451.162533527","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a2027584445334f5262695277517255446770526a38744b4654â\200\246","121","Publish Message (id=121) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9212","451.172592479","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a2027584445334f5262695277517255446770526a38744b4654â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9214","451.184333046","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","121","Publish Ack (id=121)"
"9221","452.344908935","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","42327","7b276d657373616765273a20274459486871714d524a33364f33774e32396b7973524e58â\200\246","122","Publish Message (id=122) [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9222","452.356785389","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","42327","1883","7b276d657373616765273a20274459486871714d524a33364f33774e32396b7973524e58â\200\246","","Publish Message [devices-aec32284-38bc-4bbb-aaae-61a7795d08df]"
"9224","452.368388065","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","42327","1883","","122","Publish Ack (id=122)"
"9226","452.411705900","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a20276879786e644c686a7757514273735a6c64305845783345â\200\246","128","Publish Message (id=128) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"9227","452.425766070","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a20276879786e644c686a7757514273735a6c64305845783345â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"9229","452.436513767","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20274d4e4a56494d6158633131525174614c564d7254476f59â\200\246","117","Publish Message (id=117) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9230","452.437756991","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","128","Publish Ack (id=128)"
"9232","452.447317579","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a20275754704470694e4c67746c6b764f4a796f347371434235â\200\246","126","Publish Message (id=126) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9233","452.449041084","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20274d4e4a56494d6158633131525174614c564d7254476f59â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9235","452.456513877","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a20275754704470694e4c67746c6b764f4a796f347371434235â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9237","452.460819533","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","117","Publish Ack (id=117)"
"9239","452.465471174","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","126","Publish Ack (id=126)"
"9246","453.155799296","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","33099","7b276d657373616765273a20274f484469446e5276383578713747544756755558563754â\200\246","116","Publish Message (id=116) [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9247","453.165252360","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","33099","1883","7b276d657373616765273a20274f484469446e5276383578713747544756755558563754â\200\246","","Publish Message [devices-5c20c22c-46a6-4468-9311-3709d7a36f2a]"
"9249","453.176348648","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","33099","1883","","116","Publish Ack (id=116)"
"9251","453.737101289","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","46033","7b276d657373616765273a202744493570317361446b7a5150434c5156514f586e6d6973â\200\246","127","Publish Message (id=127) [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9252","453.737316637","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","59005","7b276d657373616765273a20274c354d51753334615a33523148537346453456316e7842â\200\246","118","Publish Message (id=118) [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9253","453.749976606","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","46033","1883","7b276d657373616765273a202744493570317361446b7a5150434c5156514f586e6d6973â\200\246","","Publish Message [devices-e55f01d0-3062-495e-9d03-c1e5cb5b2f90]"
"9254","453.749977348","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","59005","1883","7b276d657373616765273a20274c354d51753334615a33523148537346453456316e7842â\200\246","","Publish Message [devices-b95e6802-9267-46dc-8faa-c8ec86b42e26]"
"9257","453.760551345","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","46033","1883","","127","Publish Ack (id=127)"
"9259","453.760785098","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","59005","1883","","118","Publish Ack (id=118)"
"9261","454.265797016","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","39299","7b276d657373616765273a2027344375765235463579494e716d473968536d7931534665â\200\246","129","Publish Message (id=129) [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"9262","454.277244508","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","39299","1883","7b276d657373616765273a2027344375765235463579494e716d473968536d7931534665â\200\246","","Publish Message [devices-4075e2f4-7024-4263-ae05-f737afd0b351]"
"9264","454.288428611","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","39299","1883","","129","Publish Ack (id=129)"
"9268","454.486190783","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","48961","7b276d657373616765273a20276363436f5247576834304968454f644977704b6a465036â\200\246","129","Publish Message (id=129) [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"9269","454.497956117","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","48961","1883","7b276d657373616765273a20276363436f5247576834304968454f644977704b6a465036â\200\246","","Publish Message [devices-85fe57d3-0304-4b2d-85ec-93132ef051d7]"
"9271","454.509814767","45.179.91.194","192.168.15.2","MQTT","70","Publish Ack","48961","1883","","129","Publish Ack (id=129)"
"9273","454.587944710","192.168.15.2","45.179.91.194","MQTT","373","Publish Message","1883","43243","7b276d657373616765273a2027365046674d4d6c4a6b48714e546e7a556b4e47744b7337â\200\246","126","Publish Message (id=126) [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
"9274","454.600731980","45.179.91.194","192.168.15.2","MQTT","371","Publish Message","43243","1883","7b276d657373616765273a2027365046674d4d6c4a6b48714e546e7a556b4e47744b7337â\200\246","","Publish Message [devices-7c810037-db0e-4371-9458-c52078ba9aba]"
